"";"serie";"fecha";"valor";"año";"trimestre";"mes";"fecha_scraping"
"614";"Región de Los Ríos";"2019-6-1";634;2019;2;6;2025-08-13
"615";"Región de Los Ríos";"2019-9-1";602;2019;3;9;2025-08-13
"616";"Región de Los Ríos";"2019-12-1";625;2019;4;12;2025-08-13
"617";"Región de Los Ríos";"2020-3-1";636;2020;1;3;2025-08-13
"618";"Región de Los Ríos";"2020-6-1";559;2020;2;6;2025-08-13
"619";"Región de Los Ríos";"2020-9-1";566;2020;3;9;2025-08-13
"620";"Región de Los Ríos";"2020-12-1";642;2020;4;12;2025-08-13
"621";"Región de Los Ríos";"2021-3-1";633;2021;1;3;2025-08-13
"622";"Región de Los Ríos";"2021-6-1";651;2021;2;6;2025-08-13
"623";"Región de Los Ríos";"2021-9-1";625;2021;3;9;2025-08-13
"624";"Región de Los Ríos";"2021-12-1";730;2021;4;12;2025-08-13
"625";"Región de Los Ríos";"2022-3-1";680;2022;1;3;2025-08-13
"626";"Región de Los Ríos";"2022-6-1";678;2022;2;6;2025-08-13
"627";"Región de Los Ríos";"2022-9-1";628;2022;3;9;2025-08-13
"628";"Región de Los Ríos";"2022-12-1";723;2022;4;12;2025-08-13
"629";"Región de Los Ríos";"2023-3-1";669;2023;1;3;2025-08-13
"630";"Región de Los Ríos";"2023-6-1";661;2023;2;6;2025-08-13
"631";"Región de Los Ríos";"2023-9-1";646;2023;3;9;2025-08-13
"632";"Región de Los Ríos";"2023-12-1";731;2023;4;12;2025-08-13
"633";"Región de Los Ríos";"2024-3-1";711;2024;1;3;2025-08-13
"634";"Región de Los Ríos";"2024-6-1";687;2024;2;6;2025-08-13
"635";"Región de Los Ríos";"2024-9-1";668;2024;3;9;2025-08-13
"636";"Región de Los Ríos";"2024-12-1";754;2024;4;12;2025-08-13
"637";"Región de Los Ríos";"2025-3-1";711;2025;1;3;2025-08-13
"638";"Región de Los Lagos";"2013-3-1";1233;2013;1;3;2025-08-13
"639";"Región de Los Lagos";"2013-6-1";126;2013;2;6;2025-08-13
"640";"Región de Los Lagos";"2013-9-1";1172;2013;3;9;2025-08-13
"641";"Región de Los Lagos";"2013-12-1";1344;2013;4;12;2025-08-13
"642";"Región de Los Lagos";"2014-3-1";1301;2014;1;3;2025-08-13
"643";"Región de Los Lagos";"2014-6-1";1359;2014;2;6;2025-08-13
"644";"Región de Los Lagos";"2014-9-1";127;2014;3;9;2025-08-13
"645";"Región de Los Lagos";"2014-12-1";1426;2014;4;12;2025-08-13
"646";"Región de Los Lagos";"2015-3-1";1329;2015;1;3;2025-08-13
"647";"Región de Los Lagos";"2015-6-1";1367;2015;2;6;2025-08-13
"648";"Región de Los Lagos";"2015-9-1";1303;2015;3;9;2025-08-13
"649";"Región de Los Lagos";"2015-12-1";1429;2015;4;12;2025-08-13
"650";"Región de Los Lagos";"2016-3-1";1399;2016;1;3;2025-08-13
"651";"Región de Los Lagos";"2016-6-1";1376;2016;2;6;2025-08-13
"652";"Región de Los Lagos";"2016-9-1";1326;2016;3;9;2025-08-13
"653";"Región de Los Lagos";"2016-12-1";1505;2016;4;12;2025-08-13
"654";"Región de Los Lagos";"2017-3-1";1458;2017;1;3;2025-08-13
"655";"Región de Los Lagos";"2017-6-1";1533;2017;2;6;2025-08-13
"656";"Región de Los Lagos";"2017-9-1";1444;2017;3;9;2025-08-13
"657";"Región de Los Lagos";"2017-12-1";1598;2017;4;12;2025-08-13
"658";"Región de Los Lagos";"2018-3-1";153;2018;1;3;2025-08-13
"659";"Región de Los Lagos";"2018-6-1";165;2018;2;6;2025-08-13
"660";"Región de Los Lagos";"2018-9-1";1537;2018;3;9;2025-08-13
"661";"Región de Los Lagos";"2018-12-1";1705;2018;4;12;2025-08-13
"662";"Región de Los Lagos";"2019-3-1";1632;2019;1;3;2025-08-13
"663";"Región de Los Lagos";"2019-6-1";1659;2019;2;6;2025-08-13
"664";"Región de Los Lagos";"2019-9-1";1605;2019;3;9;2025-08-13
"665";"Región de Los Lagos";"2019-12-1";1667;2019;4;12;2025-08-13
"666";"Región de Los Lagos";"2020-3-1";1642;2020;1;3;2025-08-13
"667";"Región de Los Lagos";"2020-6-1";1498;2020;2;6;2025-08-13
"668";"Región de Los Lagos";"2020-9-1";146;2020;3;9;2025-08-13
"669";"Región de Los Lagos";"2020-12-1";1625;2020;4;12;2025-08-13
"670";"Región de Los Lagos";"2021-3-1";1566;2021;1;3;2025-08-13
"671";"Región de Los Lagos";"2021-6-1";1687;2021;2;6;2025-08-13
"672";"Región de Los Lagos";"2021-9-1";1643;2021;3;9;2025-08-13
"673";"Región de Los Lagos";"2021-12-1";1826;2021;4;12;2025-08-13
"674";"Región de Los Lagos";"2022-3-1";1682;2022;1;3;2025-08-13
"675";"Región de Los Lagos";"2022-6-1";178;2022;2;6;2025-08-13
"676";"Región de Los Lagos";"2022-9-1";168;2022;3;9;2025-08-13
"677";"Región de Los Lagos";"2022-12-1";1815;2022;4;12;2025-08-13
"678";"Región de Los Lagos";"2023-3-1";1747;2023;1;3;2025-08-13
"679";"Región de Los Lagos";"2023-6-1";1784;2023;2;6;2025-08-13
"680";"Región de Los Lagos";"2023-9-1";1699;2023;3;9;2025-08-13
"681";"Región de Los Lagos";"2023-12-1";1818;2023;4;12;2025-08-13
"682";"Región de Los Lagos";"2024-3-1";1797;2024;1;3;2025-08-13
"683";"Región de Los Lagos";"2024-6-1";1831;2024;2;6;2025-08-13
"684";"Región de Los Lagos";"2024-9-1";1702;2024;3;9;2025-08-13
"685";"Región de Los Lagos";"2024-12-1";1825;2024;4;12;2025-08-13
"686";"Región de Los Lagos";"2025-3-1";1854;2025;1;3;2025-08-13
"687";"Región de Aysén del General Carlos Ibáñez del Campo";"2013-3-1";282;2013;1;3;2025-08-13
"688";"Región de Aysén del General Carlos Ibáñez del Campo";"2013-6-1";273;2013;2;6;2025-08-13
"689";"Región de Aysén del General Carlos Ibáñez del Campo";"2013-9-1";266;2013;3;9;2025-08-13
"690";"Región de Aysén del General Carlos Ibáñez del Campo";"2013-12-1";281;2013;4;12;2025-08-13
"691";"Región de Aysén del General Carlos Ibáñez del Campo";"2014-3-1";277;2014;1;3;2025-08-13
"692";"Región de Aysén del General Carlos Ibáñez del Campo";"2014-6-1";290;2014;2;6;2025-08-13
"693";"Región de Aysén del General Carlos Ibáñez del Campo";"2014-9-1";274;2014;3;9;2025-08-13
"694";"Región de Aysén del General Carlos Ibáñez del Campo";"2014-12-1";302;2014;4;12;2025-08-13
"695";"Región de Aysén del General Carlos Ibáñez del Campo";"2015-3-1";283;2015;1;3;2025-08-13
"696";"Región de Aysén del General Carlos Ibáñez del Campo";"2015-6-1";267;2015;2;6;2025-08-13
"697";"Región de Aysén del General Carlos Ibáñez del Campo";"2015-9-1";256;2015;3;9;2025-08-13
"698";"Región de Aysén del General Carlos Ibáñez del Campo";"2015-12-1";280;2015;4;12;2025-08-13
"699";"Región de Aysén del General Carlos Ibáñez del Campo";"2016-3-1";269;2016;1;3;2025-08-13
"700";"Región de Aysén del General Carlos Ibáñez del Campo";"2016-6-1";261;2016;2;6;2025-08-13
"701";"Región de Aysén del General Carlos Ibáñez del Campo";"2016-9-1";271;2016;3;9;2025-08-13
"702";"Región de Aysén del General Carlos Ibáñez del Campo";"2016-12-1";288;2016;4;12;2025-08-13
"703";"Región de Aysén del General Carlos Ibáñez del Campo";"2017-3-1";268;2017;1;3;2025-08-13
"704";"Región de Aysén del General Carlos Ibáñez del Campo";"2017-6-1";298;2017;2;6;2025-08-13
"705";"Región de Aysén del General Carlos Ibáñez del Campo";"2017-9-1";310;2017;3;9;2025-08-13
"706";"Región de Aysén del General Carlos Ibáñez del Campo";"2017-12-1";324;2017;4;12;2025-08-13
"707";"Región de Aysén del General Carlos Ibáñez del Campo";"2018-3-1";285;2018;1;3;2025-08-13
"708";"Región de Aysén del General Carlos Ibáñez del Campo";"2018-6-1";307;2018;2;6;2025-08-13
"709";"Región de Aysén del General Carlos Ibáñez del Campo";"2018-9-1";319;2018;3;9;2025-08-13
"710";"Región de Aysén del General Carlos Ibáñez del Campo";"2018-12-1";317;2018;4;12;2025-08-13
"711";"Región de Aysén del General Carlos Ibáñez del Campo";"2019-3-1";299;2019;1;3;2025-08-13
"712";"Región de Aysén del General Carlos Ibáñez del Campo";"2019-6-1";311;2019;2;6;2025-08-13
"713";"Región de Aysén del General Carlos Ibáñez del Campo";"2019-9-1";316;2019;3;9;2025-08-13
"714";"Región de Aysén del General Carlos Ibáñez del Campo";"2019-12-1";317;2019;4;12;2025-08-13
"715";"Región de Aysén del General Carlos Ibáñez del Campo";"2020-3-1";272;2020;1;3;2025-08-13
"716";"Región de Aysén del General Carlos Ibáñez del Campo";"2020-6-1";273;2020;2;6;2025-08-13
"717";"Región de Aysén del General Carlos Ibáñez del Campo";"2020-9-1";316;2020;3;9;2025-08-13
"718";"Región de Aysén del General Carlos Ibáñez del Campo";"2020-12-1";277;2020;4;12;2025-08-13
"719";"Región de Aysén del General Carlos Ibáñez del Campo";"2021-3-1";276;2021;1;3;2025-08-13
"720";"Región de Aysén del General Carlos Ibáñez del Campo";"2021-6-1";291;2021;2;6;2025-08-13
"721";"Región de Aysén del General Carlos Ibáñez del Campo";"2021-9-1";308;2021;3;9;2025-08-13
"722";"Región de Aysén del General Carlos Ibáñez del Campo";"2021-12-1";300;2021;4;12;2025-08-13
"723";"Región de Aysén del General Carlos Ibáñez del Campo";"2022-3-1";278;2022;1;3;2025-08-13
"724";"Región de Aysén del General Carlos Ibáñez del Campo";"2022-6-1";299;2022;2;6;2025-08-13
"725";"Región de Aysén del General Carlos Ibáñez del Campo";"2022-9-1";315;2022;3;9;2025-08-13
"726";"Región de Aysén del General Carlos Ibáñez del Campo";"2022-12-1";306;2022;4;12;2025-08-13
"727";"Región de Aysén del General Carlos Ibáñez del Campo";"2023-3-1";299;2023;1;3;2025-08-13
"728";"Región de Aysén del General Carlos Ibáñez del Campo";"2023-6-1";336;2023;2;6;2025-08-13
"729";"Región de Aysén del General Carlos Ibáñez del Campo";"2023-9-1";335;2023;3;9;2025-08-13
"730";"Región de Aysén del General Carlos Ibáñez del Campo";"2023-12-1";325;2023;4;12;2025-08-13
"731";"Región de Aysén del General Carlos Ibáñez del Campo";"2024-3-1";283;2024;1;3;2025-08-13
"732";"Región de Aysén del General Carlos Ibáñez del Campo";"2024-6-1";312;2024;2;6;2025-08-13
"733";"Región de Aysén del General Carlos Ibáñez del Campo";"2024-9-1";343;2024;3;9;2025-08-13
"734";"Región de Aysén del General Carlos Ibáñez del Campo";"2024-12-1";356;2024;4;12;2025-08-13
"735";"Región de Aysén del General Carlos Ibáñez del Campo";"2025-3-1";307;2025;1;3;2025-08-13
"736";"Región de Magallanes y de la Antártica Chilena";"2013-3-1";388;2013;1;3;2025-08-13
"737";"Región de Magallanes y de la Antártica Chilena";"2013-6-1";389;2013;2;6;2025-08-13
"738";"Región de Magallanes y de la Antártica Chilena";"2013-9-1";383;2013;3;9;2025-08-13
"739";"Región de Magallanes y de la Antártica Chilena";"2013-12-1";436;2013;4;12;2025-08-13
"740";"Región de Magallanes y de la Antártica Chilena";"2014-3-1";439;2014;1;3;2025-08-13
"741";"Región de Magallanes y de la Antártica Chilena";"2014-6-1";415;2014;2;6;2025-08-13
"742";"Región de Magallanes y de la Antártica Chilena";"2014-9-1";400;2014;3;9;2025-08-13
"743";"Región de Magallanes y de la Antártica Chilena";"2014-12-1";438;2014;4;12;2025-08-13
"744";"Región de Magallanes y de la Antártica Chilena";"2015-3-1";439;2015;1;3;2025-08-13
"745";"Región de Magallanes y de la Antártica Chilena";"2015-6-1";415;2015;2;6;2025-08-13
"746";"Región de Magallanes y de la Antártica Chilena";"2015-9-1";402;2015;3;9;2025-08-13
"747";"Región de Magallanes y de la Antártica Chilena";"2015-12-1";470;2015;4;12;2025-08-13
"748";"Región de Magallanes y de la Antártica Chilena";"2016-3-1";459;2016;1;3;2025-08-13
"749";"Región de Magallanes y de la Antártica Chilena";"2016-6-1";443;2016;2;6;2025-08-13
"750";"Región de Magallanes y de la Antártica Chilena";"2016-9-1";433;2016;3;9;2025-08-13
"751";"Región de Magallanes y de la Antártica Chilena";"2016-12-1";485;2016;4;12;2025-08-13
"752";"Región de Magallanes y de la Antártica Chilena";"2017-3-1";481;2017;1;3;2025-08-13
"753";"Región de Magallanes y de la Antártica Chilena";"2017-6-1";451;2017;2;6;2025-08-13
"754";"Región de Magallanes y de la Antártica Chilena";"2017-9-1";431;2017;3;9;2025-08-13
"755";"Región de Magallanes y de la Antártica Chilena";"2017-12-1";500;2017;4;12;2025-08-13
"756";"Región de Magallanes y de la Antártica Chilena";"2018-3-1";465;2018;1;3;2025-08-13
"757";"Región de Magallanes y de la Antártica Chilena";"2018-6-1";454;2018;2;6;2025-08-13
"758";"Región de Magallanes y de la Antártica Chilena";"2018-9-1";434;2018;3;9;2025-08-13
"759";"Región de Magallanes y de la Antártica Chilena";"2018-12-1";491;2018;4;12;2025-08-13
"760";"Región de Magallanes y de la Antártica Chilena";"2019-3-1";491;2019;1;3;2025-08-13
"761";"Región de Magallanes y de la Antártica Chilena";"2019-6-1";482;2019;2;6;2025-08-13
"762";"Región de Magallanes y de la Antártica Chilena";"2019-9-1";454;2019;3;9;2025-08-13
"763";"Región de Magallanes y de la Antártica Chilena";"2019-12-1";507;2019;4;12;2025-08-13
"764";"Región de Magallanes y de la Antártica Chilena";"2020-3-1";502;2020;1;3;2025-08-13
"765";"Región de Magallanes y de la Antártica Chilena";"2020-6-1";396;2020;2;6;2025-08-13
"766";"Región de Magallanes y de la Antártica Chilena";"2020-9-1";376;2020;3;9;2025-08-13
"767";"Región de Magallanes y de la Antártica Chilena";"2020-12-1";416;2020;4;12;2025-08-13
"768";"Región de Magallanes y de la Antártica Chilena";"2021-3-1";428;2021;1;3;2025-08-13
"769";"Región de Magallanes y de la Antártica Chilena";"2021-6-1";440;2021;2;6;2025-08-13
"770";"Región de Magallanes y de la Antártica Chilena";"2021-9-1";441;2021;3;9;2025-08-13
"771";"Región de Magallanes y de la Antártica Chilena";"2021-12-1";504;2021;4;12;2025-08-13
"772";"Región de Magallanes y de la Antártica Chilena";"2022-3-1";472;2022;1;3;2025-08-13
"773";"Región de Magallanes y de la Antártica Chilena";"2022-6-1";474;2022;2;6;2025-08-13
"774";"Región de Magallanes y de la Antártica Chilena";"2022-9-1";457;2022;3;9;2025-08-13
"775";"Región de Magallanes y de la Antártica Chilena";"2022-12-1";509;2022;4;12;2025-08-13
"776";"Región de Magallanes y de la Antártica Chilena";"2023-3-1";483;2023;1;3;2025-08-13
"777";"Región de Magallanes y de la Antártica Chilena";"2023-6-1";472;2023;2;6;2025-08-13
"778";"Región de Magallanes y de la Antártica Chilena";"2023-9-1";464;2023;3;9;2025-08-13
"779";"Región de Magallanes y de la Antártica Chilena";"2023-12-1";524;2023;4;12;2025-08-13
"780";"Región de Magallanes y de la Antártica Chilena";"2024-3-1";514;2024;1;3;2025-08-13
"781";"Región de Magallanes y de la Antártica Chilena";"2024-6-1";479;2024;2;6;2025-08-13
"782";"Región de Magallanes y de la Antártica Chilena";"2024-9-1";491;2024;3;9;2025-08-13
"783";"Región de Magallanes y de la Antártica Chilena";"2024-12-1";568;2024;4;12;2025-08-13
"784";"Región de Magallanes y de la Antártica Chilena";"2025-3-1";545;2025;1;3;2025-08-13
"785";"Subtotal regionalizado";"2013-3-1";37313;2013;1;3;2025-08-13
"786";"Subtotal regionalizado";"2013-6-1";38556;2013;2;6;2025-08-13
"787";"Subtotal regionalizado";"2013-9-1";36778;2013;3;9;2025-08-13
"788";"Subtotal regionalizado";"2013-12-1";40172;2013;4;12;2025-08-13
"789";"Subtotal regionalizado";"2014-3-1";38179;2014;1;3;2025-08-13
"790";"Subtotal regionalizado";"2014-6-1";39237;2014;2;6;2025-08-13
"791";"Subtotal regionalizado";"2014-9-1";37307;2014;3;9;2025-08-13
"792";"Subtotal regionalizado";"2014-12-1";40861;2014;4;12;2025-08-13
"793";"Subtotal regionalizado";"2015-3-1";39157;2015;1;3;2025-08-13
"794";"Subtotal regionalizado";"2015-6-1";40068;2015;2;6;2025-08-13
"795";"Subtotal regionalizado";"2015-9-1";38159;2015;3;9;2025-08-13
"796";"Subtotal regionalizado";"2015-12-1";41545;2015;4;12;2025-08-13
"797";"Subtotal regionalizado";"2016-3-1";40358;2016;1;3;2025-08-13
"798";"Subtotal regionalizado";"2016-6-1";40527;2016;2;6;2025-08-13
"799";"Subtotal regionalizado";"2016-9-1";38863;2016;3;9;2025-08-13
"800";"Subtotal regionalizado";"2016-12-1";41849;2016;4;12;2025-08-13
"801";"Subtotal regionalizado";"2017-3-1";40009;2017;1;3;2025-08-13
"802";"Subtotal regionalizado";"2017-6-1";40685;2017;2;6;2025-08-13
"803";"Subtotal regionalizado";"2017-9-1";39553;2017;3;9;2025-08-13
"804";"Subtotal regionalizado";"2017-12-1";43147;2017;4;12;2025-08-13
"805";"Subtotal regionalizado";"2018-3-1";41869;2018;1;3;2025-08-13
"806";"Subtotal regionalizado";"2018-6-1";42905;2018;2;6;2025-08-13
"807";"Subtotal regionalizado";"2018-9-1";40489;2018;3;9;2025-08-13
"808";"Subtotal regionalizado";"2018-12-1";44736;2018;4;12;2025-08-13
"809";"Subtotal regionalizado";"2019-3-1";42354;2019;1;3;2025-08-13
"810";"Subtotal regionalizado";"2019-6-1";43444;2019;2;6;2025-08-13
"811";"Subtotal regionalizado";"2019-9-1";41841;2019;3;9;2025-08-13
"812";"Subtotal regionalizado";"2019-12-1";43582;2019;4;12;2025-08-13
"813";"Subtotal regionalizado";"2020-3-1";42304;2020;1;3;2025-08-13
"814";"Subtotal regionalizado";"2020-6-1";37249;2020;2;6;2025-08-13
"815";"Subtotal regionalizado";"2020-9-1";37744;2020;3;9;2025-08-13
"816";"Subtotal regionalizado";"2020-12-1";4331;2020;4;12;2025-08-13
"817";"Subtotal regionalizado";"2021-3-1";4221;2021;1;3;2025-08-13
"818";"Subtotal regionalizado";"2021-6-1";43409;2021;2;6;2025-08-13
"819";"Subtotal regionalizado";"2021-9-1";43368;2021;3;9;2025-08-13
"820";"Subtotal regionalizado";"2021-12-1";47997;2021;4;12;2025-08-13
"821";"Subtotal regionalizado";"2022-3-1";44499;2022;1;3;2025-08-13
"822";"Subtotal regionalizado";"2022-6-1";45325;2022;2;6;2025-08-13
"823";"Subtotal regionalizado";"2022-9-1";43986;2022;3;9;2025-08-13
"824";"Subtotal regionalizado";"2022-12-1";47491;2022;4;12;2025-08-13
"825";"Subtotal regionalizado";"2023-3-1";44858;2023;1;3;2025-08-13
"826";"Subtotal regionalizado";"2023-6-1";45634;2023;2;6;2025-08-13
"827";"Subtotal regionalizado";"2023-9-1";45014;2023;3;9;2025-08-13
"828";"Subtotal regionalizado";"2023-12-1";48286;2023;4;12;2025-08-13
"829";"Subtotal regionalizado";"2024-3-1";4651;2024;1;3;2025-08-13
"830";"Subtotal regionalizado";"2024-6-1";46317;2024;2;6;2025-08-13
"831";"Subtotal regionalizado";"2024-9-1";45958;2024;3;9;2025-08-13
"832";"Subtotal regionalizado";"2024-12-1";50382;2024;4;12;2025-08-13
"833";"Subtotal regionalizado";"2025-3-1";47632;2025;1;3;2025-08-13
"834";"Extrarregional";"2013-3-1";4008;2013;1;3;2025-08-13
"835";"Extrarregional";"2013-6-1";418;2013;2;6;2025-08-13
"836";"Extrarregional";"2013-9-1";4226;2013;3;9;2025-08-13
"837";"Extrarregional";"2013-12-1";4633;2013;4;12;2025-08-13
"838";"Extrarregional";"2014-3-1";4154;2014;1;3;2025-08-13
"839";"Extrarregional";"2014-6-1";4224;2014;2;6;2025-08-13
"840";"Extrarregional";"2014-9-1";4233;2014;3;9;2025-08-13
"841";"Extrarregional";"2014-12-1";4719;2014;4;12;2025-08-13
"842";"Extrarregional";"2015-3-1";4231;2015;1;3;2025-08-13
"843";"Extrarregional";"2015-6-1";4286;2015;2;6;2025-08-13
"844";"Extrarregional";"2015-9-1";4322;2015;3;9;2025-08-13
"845";"Extrarregional";"2015-12-1";4867;2015;4;12;2025-08-13
"846";"Extrarregional";"2016-3-1";4313;2016;1;3;2025-08-13
"847";"Extrarregional";"2016-6-1";4387;2016;2;6;2025-08-13
"848";"Extrarregional";"2016-9-1";4464;2016;3;9;2025-08-13
"849";"Extrarregional";"2016-12-1";4968;2016;4;12;2025-08-13
"850";"Extrarregional";"2017-3-1";4493;2017;1;3;2025-08-13
"851";"Extrarregional";"2017-6-1";4531;2017;2;6;2025-08-13
"852";"Extrarregional";"2017-9-1";4579;2017;3;9;2025-08-13
"853";"Extrarregional";"2017-12-1";517;2017;4;12;2025-08-13
"854";"Extrarregional";"2018-3-1";4644;2018;1;3;2025-08-13
"855";"Extrarregional";"2018-6-1";4794;2018;2;6;2025-08-13
"856";"Extrarregional";"2018-9-1";4705;2018;3;9;2025-08-13
"857";"Extrarregional";"2018-12-1";5292;2018;4;12;2025-08-13
"858";"Extrarregional";"2019-3-1";474;2019;1;3;2025-08-13
"859";"Extrarregional";"2019-6-1";4829;2019;2;6;2025-08-13
"860";"Extrarregional";"2019-9-1";4775;2019;3;9;2025-08-13
"861";"Extrarregional";"2019-12-1";5071;2019;4;12;2025-08-13
"862";"Extrarregional";"2020-3-1";4685;2020;1;3;2025-08-13
"863";"Extrarregional";"2020-6-1";3816;2020;2;6;2025-08-13
"864";"Extrarregional";"2020-9-1";4462;2020;3;9;2025-08-13
"865";"Extrarregional";"2020-12-1";5357;2020;4;12;2025-08-13
"866";"Extrarregional";"2021-3-1";5032;2021;1;3;2025-08-13
"867";"Extrarregional";"2021-6-1";5198;2021;2;6;2025-08-13
"868";"Extrarregional";"2021-9-1";5698;2021;3;9;2025-08-13
"869";"Extrarregional";"2021-12-1";6342;2021;4;12;2025-08-13
"870";"Extrarregional";"2022-3-1";5635;2022;1;3;2025-08-13
"871";"Extrarregional";"2022-6-1";5469;2022;2;6;2025-08-13
"872";"Extrarregional";"2022-9-1";5419;2022;3;9;2025-08-13
"873";"Extrarregional";"2022-12-1";5696;2022;4;12;2025-08-13
"874";"Extrarregional";"2023-3-1";5107;2023;1;3;2025-08-13
"875";"Extrarregional";"2023-6-1";5086;2023;2;6;2025-08-13
"876";"Extrarregional";"2023-9-1";5054;2023;3;9;2025-08-13
"877";"Extrarregional";"2023-12-1";5455;2023;4;12;2025-08-13
"878";"Extrarregional";"2024-3-1";5113;2024;1;3;2025-08-13
"879";"Extrarregional";"2024-6-1";5025;2024;2;6;2025-08-13
"880";"Extrarregional";"2024-9-1";5108;2024;3;9;2025-08-13
"881";"Extrarregional";"2024-12-1";549;2024;4;12;2025-08-13
"882";"Extrarregional";"2025-3-1";5176;2025;1;3;2025-08-13
"883";"Producto Interno Bruto";"2013-3-1";41322;2013;1;3;2025-08-13
"884";"Producto Interno Bruto";"2013-6-1";42736;2013;2;6;2025-08-13
"885";"Producto Interno Bruto";"2013-9-1";41002;2013;3;9;2025-08-13
"886";"Producto Interno Bruto";"2013-12-1";44803;2013;4;12;2025-08-13
"887";"Producto Interno Bruto";"2014-3-1";42333;2014;1;3;2025-08-13
"888";"Producto Interno Bruto";"2014-6-1";43462;2014;2;6;2025-08-13
"889";"Producto Interno Bruto";"2014-9-1";41538;2014;3;9;2025-08-13
"890";"Producto Interno Bruto";"2014-12-1";45576;2014;4;12;2025-08-13
"891";"Producto Interno Bruto";"2015-3-1";43386;2015;1;3;2025-08-13
"892";"Producto Interno Bruto";"2015-6-1";44352;2015;2;6;2025-08-13
"893";"Producto Interno Bruto";"2015-9-1";42481;2015;3;9;2025-08-13
"894";"Producto Interno Bruto";"2015-12-1";46412;2015;4;12;2025-08-13
"895";"Producto Interno Bruto";"2016-3-1";44668;2016;1;3;2025-08-13
"896";"Producto Interno Bruto";"2016-6-1";44912;2016;2;6;2025-08-13
"897";"Producto Interno Bruto";"2016-9-1";43328;2016;3;9;2025-08-13
"898";"Producto Interno Bruto";"2016-12-1";46819;2016;4;12;2025-08-13
"899";"Producto Interno Bruto";"2017-3-1";44502;2017;1;3;2025-08-13
"900";"Producto Interno Bruto";"2017-6-1";45216;2017;2;6;2025-08-13
"901";"Producto Interno Bruto";"2017-9-1";44132;2017;3;9;2025-08-13
"902";"Producto Interno Bruto";"2017-12-1";48317;2017;4;12;2025-08-13
"903";"Producto Interno Bruto";"2018-3-1";46516;2018;1;3;2025-08-13
"904";"Producto Interno Bruto";"2018-6-1";47701;2018;2;6;2025-08-13
"905";"Producto Interno Bruto";"2018-9-1";45193;2018;3;9;2025-08-13
"906";"Producto Interno Bruto";"2018-12-1";50025;2018;4;12;2025-08-13
"907";"Producto Interno Bruto";"2019-3-1";47094;2019;1;3;2025-08-13
"908";"Producto Interno Bruto";"2019-6-1";48273;2019;2;6;2025-08-13
"909";"Producto Interno Bruto";"2019-9-1";46616;2019;3;9;2025-08-13
"910";"Producto Interno Bruto";"2019-12-1";48653;2019;4;12;2025-08-13
"911";"Producto Interno Bruto";"2020-3-1";4699;2020;1;3;2025-08-13
"912";"Producto Interno Bruto";"2020-6-1";4107;2020;2;6;2025-08-13
"913";"Producto Interno Bruto";"2020-9-1";42204;2020;3;9;2025-08-13
"914";"Producto Interno Bruto";"2020-12-1";48661;2020;4;12;2025-08-13
"915";"Producto Interno Bruto";"2021-3-1";47233;2021;1;3;2025-08-13
"916";"Producto Interno Bruto";"2021-6-1";48597;2021;2;6;2025-08-13
"917";"Producto Interno Bruto";"2021-9-1";49036;2021;3;9;2025-08-13
"918";"Producto Interno Bruto";"2021-12-1";54304;2021;4;12;2025-08-13
"919";"Producto Interno Bruto";"2022-3-1";50112;2022;1;3;2025-08-13
"920";"Producto Interno Bruto";"2022-6-1";50782;2022;2;6;2025-08-13
"921";"Producto Interno Bruto";"2022-9-1";49389;2022;3;9;2025-08-13
"922";"Producto Interno Bruto";"2022-12-1";53177;2022;4;12;2025-08-13
"923";"Producto Interno Bruto";"2023-3-1";49969;2023;1;3;2025-08-13
"924";"Producto Interno Bruto";"2023-6-1";50729;2023;2;6;2025-08-13
"925";"Producto Interno Bruto";"2023-9-1";50075;2023;3;9;2025-08-13
"926";"Producto Interno Bruto";"2023-12-1";53747;2023;4;12;2025-08-13
"927";"Producto Interno Bruto";"2024-3-1";5163;2024;1;3;2025-08-13
"928";"Producto Interno Bruto";"2024-6-1";51348;2024;2;6;2025-08-13
"929";"Producto Interno Bruto";"2024-9-1";51073;2024;3;9;2025-08-13
"930";"Producto Interno Bruto";"2024-12-1";55879;2024;4;12;2025-08-13
"931";"Producto Interno Bruto";"2025-3-1";52814;2025;1;3;2025-08-13
