"";"serie";"fecha";"año";"mes";"valor";"con_dato";"fecha_scraping"
"1";"Precio del cobre";"2023-01-03";2023;1;3,8145;NA;2025-06-03
"2";"Precio del cobre";"2023-01-04";2023;1;3,7942;NA;2025-06-03
"3";"Precio del cobre";"2023-01-05";2023;1;3,768;NA;2025-06-03
"4";"Precio del cobre";"2023-01-06";2023;1;3,7358;NA;2025-06-03
"5";"Precio del cobre";"2023-01-07";2023;1;3,7358;NA;2025-06-03
"6";"Precio del cobre";"2023-01-08";2023;1;3,7358;NA;2025-06-03
"7";"Precio del cobre";"2023-01-09";2023;1;3,7928;NA;2025-06-03
"8";"Precio del cobre";"2023-01-10";2023;1;3,8873;NA;2025-06-03
"9";"Precio del cobre";"2023-01-11";2023;1;4,0066;NA;2025-06-03
"10";"Precio del cobre";"2023-01-12";2023;1;4,0327;NA;2025-06-03
"11";"Precio del cobre";"2023-01-13";2023;1;4,1311;NA;2025-06-03
"12";"Precio del cobre";"2023-01-14";2023;1;4,1311;NA;2025-06-03
"13";"Precio del cobre";"2023-01-15";2023;1;4,1311;NA;2025-06-03
"14";"Precio del cobre";"2023-01-16";2023;1;4,1591;NA;2025-06-03
"15";"Precio del cobre";"2023-01-17";2023;1;4,1588;NA;2025-06-03
"16";"Precio del cobre";"2023-01-18";2023;1;4,1224;NA;2025-06-03
"17";"Precio del cobre";"2023-01-19";2023;1;4,2107;NA;2025-06-03
"18";"Precio del cobre";"2023-01-20";2023;1;4,2302;NA;2025-06-03
"19";"Precio del cobre";"2023-01-21";2023;1;4,2302;NA;2025-06-03
"20";"Precio del cobre";"2023-01-22";2023;1;4,2302;NA;2025-06-03
"21";"Precio del cobre";"2023-01-23";2023;1;4,2189;NA;2025-06-03
"22";"Precio del cobre";"2023-01-24";2023;1;4,222;NA;2025-06-03
"23";"Precio del cobre";"2023-01-25";2023;1;4,2324;NA;2025-06-03
"24";"Precio del cobre";"2023-01-26";2023;1;4,2144;NA;2025-06-03
"25";"Precio del cobre";"2023-01-27";2023;1;4,2137;NA;2025-06-03
"26";"Precio del cobre";"2023-01-28";2023;1;4,2137;NA;2025-06-03
"27";"Precio del cobre";"2023-01-29";2023;1;4,2137;NA;2025-06-03
"28";"Precio del cobre";"2023-01-30";2023;1;4,2214;NA;2025-06-03
"29";"Precio del cobre";"2023-01-31";2023;1;4,1923;NA;2025-06-03
"30";"Precio del cobre";"2023-02-01";2023;2;4,1678;NA;2025-06-03
"31";"Precio del cobre";"2023-02-02";2023;2;4,1729;NA;2025-06-03
"32";"Precio del cobre";"2023-02-03";2023;2;4,1098;NA;2025-06-03
"33";"Precio del cobre";"2023-02-04";2023;2;4,1098;NA;2025-06-03
"34";"Precio del cobre";"2023-02-05";2023;2;4,1098;NA;2025-06-03
"35";"Precio del cobre";"2023-02-06";2023;2;4,0952;NA;2025-06-03
"36";"Precio del cobre";"2023-02-07";2023;2;4,0603;NA;2025-06-03
"37";"Precio del cobre";"2023-02-08";2023;2;4,0089;NA;2025-06-03
"38";"Precio del cobre";"2023-02-09";2023;2;4,0338;NA;2025-06-03
"39";"Precio del cobre";"2023-02-10";2023;2;4,0206;NA;2025-06-03
"40";"Precio del cobre";"2023-02-11";2023;2;4,0206;NA;2025-06-03
"41";"Precio del cobre";"2023-02-12";2023;2;4,0206;NA;2025-06-03
"42";"Precio del cobre";"2023-02-13";2023;2;4,0607;NA;2025-06-03
"43";"Precio del cobre";"2023-02-14";2023;2;4,0047;NA;2025-06-03
"44";"Precio del cobre";"2023-02-15";2023;2;4,0445;NA;2025-06-03
"45";"Precio del cobre";"2023-02-16";2023;2;4,0465;NA;2025-06-03
"46";"Precio del cobre";"2023-02-17";2023;2;4,0038;NA;2025-06-03
"47";"Precio del cobre";"2023-02-18";2023;2;4,0038;NA;2025-06-03
"48";"Precio del cobre";"2023-02-19";2023;2;4,0038;NA;2025-06-03
"49";"Precio del cobre";"2023-02-20";2023;2;4,0785;NA;2025-06-03
"50";"Precio del cobre";"2023-02-21";2023;2;4,0598;NA;2025-06-03
"51";"Precio del cobre";"2023-02-22";2023;2;4,1348;NA;2025-06-03
"52";"Precio del cobre";"2023-02-23";2023;2;4,1656;NA;2025-06-03
"53";"Precio del cobre";"2023-02-24";2023;2;4,1291;NA;2025-06-03
"54";"Precio del cobre";"2023-02-25";2023;2;4,1291;NA;2025-06-03
"55";"Precio del cobre";"2023-02-26";2023;2;4,1291;NA;2025-06-03
"56";"Precio del cobre";"2023-02-27";2023;2;4,0302;NA;2025-06-03
"57";"Precio del cobre";"2023-02-28";2023;2;3,9413;NA;2025-06-03
"58";"Precio del cobre";"2023-03-01";2023;3;3,9839;NA;2025-06-03
"59";"Precio del cobre";"2023-03-02";2023;3;4,0601;NA;2025-06-03
"60";"Precio del cobre";"2023-03-03";2023;3;4,1205;NA;2025-06-03
"61";"Precio del cobre";"2023-03-04";2023;3;4,1205;NA;2025-06-03
"62";"Precio del cobre";"2023-03-05";2023;3;4,1205;NA;2025-06-03
"63";"Precio del cobre";"2023-03-06";2023;3;4,0498;NA;2025-06-03
"64";"Precio del cobre";"2023-03-07";2023;3;4,0617;NA;2025-06-03
"65";"Precio del cobre";"2023-03-08";2023;3;4,034;NA;2025-06-03
"66";"Precio del cobre";"2023-03-09";2023;3;3,9633;NA;2025-06-03
"67";"Precio del cobre";"2023-03-10";2023;3;4,0307;NA;2025-06-03
"68";"Precio del cobre";"2023-03-11";2023;3;4,0307;NA;2025-06-03
"69";"Precio del cobre";"2023-03-12";2023;3;4,0307;NA;2025-06-03
"70";"Precio del cobre";"2023-03-13";2023;3;4,0063;NA;2025-06-03
"71";"Precio del cobre";"2023-03-14";2023;3;4,013;NA;2025-06-03
"72";"Precio del cobre";"2023-03-15";2023;3;4,0453;NA;2025-06-03
"73";"Precio del cobre";"2023-03-16";2023;3;3,9957;NA;2025-06-03
"74";"Precio del cobre";"2023-03-17";2023;3;3,8468;NA;2025-06-03
"75";"Precio del cobre";"2023-03-18";2023;3;3,8468;NA;2025-06-03
"76";"Precio del cobre";"2023-03-19";2023;3;3,8468;NA;2025-06-03
"77";"Precio del cobre";"2023-03-20";2023;3;3,8595;NA;2025-06-03
"78";"Precio del cobre";"2023-03-21";2023;3;3,8888;NA;2025-06-03
"79";"Precio del cobre";"2023-03-22";2023;3;3,9469;NA;2025-06-03
"80";"Precio del cobre";"2023-03-23";2023;3;3,974;NA;2025-06-03
"81";"Precio del cobre";"2023-03-24";2023;3;4,0372;NA;2025-06-03
"82";"Precio del cobre";"2023-03-25";2023;3;4,0372;NA;2025-06-03
"83";"Precio del cobre";"2023-03-26";2023;3;4,0372;NA;2025-06-03
"84";"Precio del cobre";"2023-03-27";2023;3;4,0973;NA;2025-06-03
"85";"Precio del cobre";"2023-03-28";2023;3;4,0423;NA;2025-06-03
"86";"Precio del cobre";"2023-03-29";2023;3;4,0603;NA;2025-06-03
"87";"Precio del cobre";"2023-03-30";2023;3;4,068;NA;2025-06-03
"88";"Precio del cobre";"2023-03-31";2023;3;4,0863;NA;2025-06-03
"89";"Precio del cobre";"2023-04-01";2023;4;4,0863;NA;2025-06-03
"90";"Precio del cobre";"2023-04-02";2023;4;4,0863;NA;2025-06-03
"91";"Precio del cobre";"2023-04-03";2023;4;4,0838;NA;2025-06-03
"92";"Precio del cobre";"2023-04-04";2023;4;4,084;NA;2025-06-03
"93";"Precio del cobre";"2023-04-05";2023;4;4,0447;NA;2025-06-03
"94";"Precio del cobre";"2023-04-06";2023;4;3,9646;NA;2025-06-03
"95";"Precio del cobre";"2023-04-07";2023;4;3,9646;NA;2025-06-03
"96";"Precio del cobre";"2023-04-08";2023;4;3,9646;NA;2025-06-03
"97";"Precio del cobre";"2023-04-09";2023;4;3,9646;NA;2025-06-03
"98";"Precio del cobre";"2023-04-10";2023;4;3,9847;NA;2025-06-03
"99";"Precio del cobre";"2023-04-11";2023;4;3,9947;NA;2025-06-03
"100";"Precio del cobre";"2023-04-12";2023;4;3,9947;NA;2025-06-03
"101";"Precio del cobre";"2023-04-13";2023;4;4,015;NA;2025-06-03
"102";"Precio del cobre";"2023-04-14";2023;4;4,0446;NA;2025-06-03
"103";"Precio del cobre";"2023-04-15";2023;4;4,0446;NA;2025-06-03
"104";"Precio del cobre";"2023-04-16";2023;4;4,0446;NA;2025-06-03
"105";"Precio del cobre";"2023-04-17";2023;4;4,1122;NA;2025-06-03
"106";"Precio del cobre";"2023-04-18";2023;4;4,0961;NA;2025-06-03
"107";"Precio del cobre";"2023-04-19";2023;4;4,0656;NA;2025-06-03
"108";"Precio del cobre";"2023-04-20";2023;4;4,0844;NA;2025-06-03
"109";"Precio del cobre";"2023-04-21";2023;4;4,0587;NA;2025-06-03
"110";"Precio del cobre";"2023-04-22";2023;4;4,0587;NA;2025-06-03
"111";"Precio del cobre";"2023-04-23";2023;4;4,0587;NA;2025-06-03
"112";"Precio del cobre";"2023-04-24";2023;4;4,0213;NA;2025-06-03
"113";"Precio del cobre";"2023-04-25";2023;4;3,9819;NA;2025-06-03
"114";"Precio del cobre";"2023-04-26";2023;4;3,9508;NA;2025-06-03
"115";"Precio del cobre";"2023-04-27";2023;4;3,8583;NA;2025-06-03
"116";"Precio del cobre";"2023-04-28";2023;4;3,8716;NA;2025-06-03
"117";"Precio del cobre";"2023-04-29";2023;4;3,8716;NA;2025-06-03
"118";"Precio del cobre";"2023-04-30";2023;4;3,8716;NA;2025-06-03
"119";"Precio del cobre";"2023-05-01";2023;5;3,8716;NA;2025-06-03
"120";"Precio del cobre";"2023-05-02";2023;5;3,8871;NA;2025-06-03
"121";"Precio del cobre";"2023-05-03";2023;5;3,8905;NA;2025-06-03
"122";"Precio del cobre";"2023-05-04";2023;5;3,851;NA;2025-06-03
"123";"Precio del cobre";"2023-05-05";2023;5;3,8296;NA;2025-06-03
"124";"Precio del cobre";"2023-05-06";2023;5;3,8296;NA;2025-06-03
"125";"Precio del cobre";"2023-05-07";2023;5;3,8296;NA;2025-06-03
"126";"Precio del cobre";"2023-05-08";2023;5;3,844;NA;2025-06-03
"127";"Precio del cobre";"2023-05-09";2023;5;3,8829;NA;2025-06-03
"128";"Precio del cobre";"2023-05-10";2023;5;3,8829;NA;2025-06-03
"129";"Precio del cobre";"2023-05-11";2023;5;3,8838;NA;2025-06-03
"130";"Precio del cobre";"2023-05-12";2023;5;3,8267;NA;2025-06-03
"131";"Precio del cobre";"2023-05-13";2023;5;3,8267;NA;2025-06-03
"132";"Precio del cobre";"2023-05-14";2023;5;3,8267;NA;2025-06-03
"133";"Precio del cobre";"2023-05-15";2023;5;3,6892;NA;2025-06-03
"134";"Precio del cobre";"2023-05-16";2023;5;3,7298;NA;2025-06-03
"135";"Precio del cobre";"2023-05-17";2023;5;3,7278;NA;2025-06-03
"136";"Precio del cobre";"2023-05-18";2023;5;3,6625;NA;2025-06-03
"137";"Precio del cobre";"2023-05-19";2023;5;3,748;NA;2025-06-03
"138";"Precio del cobre";"2023-05-20";2023;5;3,748;NA;2025-06-03
"139";"Precio del cobre";"2023-05-21";2023;5;3,748;NA;2025-06-03
"140";"Precio del cobre";"2023-05-22";2023;5;3,6871;NA;2025-06-03
"141";"Precio del cobre";"2023-05-23";2023;5;3,7199;NA;2025-06-03
"142";"Precio del cobre";"2023-05-24";2023;5;3,6567;NA;2025-06-03
"143";"Precio del cobre";"2023-05-25";2023;5;3,645;NA;2025-06-03
"144";"Precio del cobre";"2023-05-26";2023;5;3,5615;NA;2025-06-03
"145";"Precio del cobre";"2023-05-27";2023;5;3,5615;NA;2025-06-03
"146";"Precio del cobre";"2023-05-28";2023;5;3,5615;NA;2025-06-03
"147";"Precio del cobre";"2023-05-29";2023;5;3,5901;NA;2025-06-03
"148";"Precio del cobre";"2023-05-30";2023;5;3,6769;NA;2025-06-03
"149";"Precio del cobre";"2023-05-31";2023;5;3,6769;NA;2025-06-03
"150";"Precio del cobre";"2023-06-01";2023;6;3,6755;NA;2025-06-03
"151";"Precio del cobre";"2023-06-02";2023;6;3,6605;NA;2025-06-03
"152";"Precio del cobre";"2023-06-03";2023;6;3,6605;NA;2025-06-03
"153";"Precio del cobre";"2023-06-04";2023;6;3,6605;NA;2025-06-03
"154";"Precio del cobre";"2023-06-05";2023;6;3,7376;NA;2025-06-03
"155";"Precio del cobre";"2023-06-06";2023;6;3,7347;NA;2025-06-03
"156";"Precio del cobre";"2023-06-07";2023;6;3,7789;NA;2025-06-03
"157";"Precio del cobre";"2023-06-08";2023;6;3,7803;NA;2025-06-03
"158";"Precio del cobre";"2023-06-09";2023;6;3,7613;NA;2025-06-03
"159";"Precio del cobre";"2023-06-10";2023;6;3,7613;NA;2025-06-03
"160";"Precio del cobre";"2023-06-11";2023;6;3,7613;NA;2025-06-03
"161";"Precio del cobre";"2023-06-12";2023;6;3,7812;NA;2025-06-03
"162";"Precio del cobre";"2023-06-13";2023;6;3,7871;NA;2025-06-03
"163";"Precio del cobre";"2023-06-14";2023;6;3,7567;NA;2025-06-03
"164";"Precio del cobre";"2023-06-15";2023;6;3,8329;NA;2025-06-03
"165";"Precio del cobre";"2023-06-16";2023;6;3,8598;NA;2025-06-03
"166";"Precio del cobre";"2023-06-17";2023;6;3,8598;NA;2025-06-03
"167";"Precio del cobre";"2023-06-18";2023;6;3,8598;NA;2025-06-03
"168";"Precio del cobre";"2023-06-19";2023;6;3,881;NA;2025-06-03
"169";"Precio del cobre";"2023-06-20";2023;6;3,8805;NA;2025-06-03
"170";"Precio del cobre";"2023-06-21";2023;6;3,8805;NA;2025-06-03
"171";"Precio del cobre";"2023-06-22";2023;6;3,8764;NA;2025-06-03
"172";"Precio del cobre";"2023-06-23";2023;6;3,9038;NA;2025-06-03
"173";"Precio del cobre";"2023-06-24";2023;6;3,9038;NA;2025-06-03
"174";"Precio del cobre";"2023-06-25";2023;6;3,9038;NA;2025-06-03
"175";"Precio del cobre";"2023-06-26";2023;6;3,9038;NA;2025-06-03
"176";"Precio del cobre";"2023-06-27";2023;6;3,8915;NA;2025-06-03
"177";"Precio del cobre";"2023-06-28";2023;6;3,8202;NA;2025-06-03
"178";"Precio del cobre";"2023-06-29";2023;6;3,8021;NA;2025-06-03
"179";"Precio del cobre";"2023-06-30";2023;6;3,7465;NA;2025-06-03
"180";"Precio del cobre";"2023-07-01";2023;7;3,7465;NA;2025-06-03
"181";"Precio del cobre";"2023-07-02";2023;7;3,7465;NA;2025-06-03
"182";"Precio del cobre";"2023-07-03";2023;7;3,7091;NA;2025-06-03
"183";"Precio del cobre";"2023-07-04";2023;7;3,7749;NA;2025-06-03
"184";"Precio del cobre";"2023-07-05";2023;7;3,8089;NA;2025-06-03
"185";"Precio del cobre";"2023-07-06";2023;7;3,7857;NA;2025-06-03
"186";"Precio del cobre";"2023-07-07";2023;7;3,7667;NA;2025-06-03
"187";"Precio del cobre";"2023-07-08";2023;7;3,7667;NA;2025-06-03
"188";"Precio del cobre";"2023-07-09";2023;7;3,7667;NA;2025-06-03
"189";"Precio del cobre";"2023-07-10";2023;7;3,7404;NA;2025-06-03
"190";"Precio del cobre";"2023-07-11";2023;7;3,7923;NA;2025-06-03
"191";"Precio del cobre";"2023-07-12";2023;7;3,7905;NA;2025-06-03
"192";"Precio del cobre";"2023-07-13";2023;7;3,7671;NA;2025-06-03
"193";"Precio del cobre";"2023-07-14";2023;7;3,8505;NA;2025-06-03
"194";"Precio del cobre";"2023-07-15";2023;7;3,8505;NA;2025-06-03
"195";"Precio del cobre";"2023-07-16";2023;7;3,8505;NA;2025-06-03
"196";"Precio del cobre";"2023-07-17";2023;7;3,9404;NA;2025-06-03
"197";"Precio del cobre";"2023-07-18";2023;7;3,9289;NA;2025-06-03
"198";"Precio del cobre";"2023-07-19";2023;7;3,8411;NA;2025-06-03
"199";"Precio del cobre";"2023-07-20";2023;7;3,8306;NA;2025-06-03
"200";"Precio del cobre";"2023-07-21";2023;7;3,811;NA;2025-06-03
"201";"Precio del cobre";"2023-07-22";2023;7;3,811;NA;2025-06-03
"202";"Precio del cobre";"2023-07-23";2023;7;3,811;NA;2025-06-03
"203";"Precio del cobre";"2023-07-24";2023;7;3,8378;NA;2025-06-03
"204";"Precio del cobre";"2023-07-25";2023;7;3,8204;NA;2025-06-03
"205";"Precio del cobre";"2023-07-26";2023;7;3,85;NA;2025-06-03
"206";"Precio del cobre";"2023-07-27";2023;7;3,9196;NA;2025-06-03
"207";"Precio del cobre";"2023-07-28";2023;7;3,8906;NA;2025-06-03
"208";"Precio del cobre";"2023-07-29";2023;7;3,8906;NA;2025-06-03
"209";"Precio del cobre";"2023-07-30";2023;7;3,8906;NA;2025-06-03
"210";"Precio del cobre";"2023-07-31";2023;7;3,8683;NA;2025-06-03
"211";"Precio del cobre";"2023-08-01";2023;8;3,9125;NA;2025-06-03
"212";"Precio del cobre";"2023-08-02";2023;8;3,9917;NA;2025-06-03
"213";"Precio del cobre";"2023-08-03";2023;8;3,8983;NA;2025-06-03
"214";"Precio del cobre";"2023-08-04";2023;8;3,8416;NA;2025-06-03
"215";"Precio del cobre";"2023-08-05";2023;8;3,8416;NA;2025-06-03
"216";"Precio del cobre";"2023-08-06";2023;8;3,8416;NA;2025-06-03
"217";"Precio del cobre";"2023-08-07";2023;8;3,8876;NA;2025-06-03
"218";"Precio del cobre";"2023-08-08";2023;8;3,8661;NA;2025-06-03
"219";"Precio del cobre";"2023-08-09";2023;8;3,8266;NA;2025-06-03
"220";"Precio del cobre";"2023-08-10";2023;8;3,7662;NA;2025-06-03
"221";"Precio del cobre";"2023-08-11";2023;8;3,7935;NA;2025-06-03
"222";"Precio del cobre";"2023-08-12";2023;8;3,7935;NA;2025-06-03
"223";"Precio del cobre";"2023-08-13";2023;8;3,7935;NA;2025-06-03
"224";"Precio del cobre";"2023-08-14";2023;8;3,787;NA;2025-06-03
"225";"Precio del cobre";"2023-08-15";2023;8;3,787;NA;2025-06-03
"226";"Precio del cobre";"2023-08-16";2023;8;3,7447;NA;2025-06-03
"227";"Precio del cobre";"2023-08-17";2023;8;3,6939;NA;2025-06-03
"228";"Precio del cobre";"2023-08-18";2023;8;3,6811;NA;2025-06-03
"229";"Precio del cobre";"2023-08-19";2023;8;3,6811;NA;2025-06-03
"230";"Precio del cobre";"2023-08-20";2023;8;3,6811;NA;2025-06-03
"231";"Precio del cobre";"2023-08-21";2023;8;3,7199;NA;2025-06-03
"232";"Precio del cobre";"2023-08-22";2023;8;3,7257;NA;2025-06-03
"233";"Precio del cobre";"2023-08-23";2023;8;3,7372;NA;2025-06-03
"234";"Precio del cobre";"2023-08-24";2023;8;3,7788;NA;2025-06-03
"235";"Precio del cobre";"2023-08-25";2023;8;3,8212;NA;2025-06-03
"236";"Precio del cobre";"2023-08-26";2023;8;3,8212;NA;2025-06-03
"237";"Precio del cobre";"2023-08-27";2023;8;3,8212;NA;2025-06-03
"238";"Precio del cobre";"2023-08-28";2023;8;3,7769;NA;2025-06-03
"239";"Precio del cobre";"2023-08-29";2023;8;3,7736;NA;2025-06-03
"240";"Precio del cobre";"2023-08-30";2023;8;3,7736;NA;2025-06-03
"241";"Precio del cobre";"2023-08-31";2023;8;3,8152;NA;2025-06-03
"242";"Precio del cobre";"2023-09-01";2023;9;3,8309;NA;2025-06-03
"243";"Precio del cobre";"2023-09-02";2023;9;3,8309;NA;2025-06-03
"244";"Precio del cobre";"2023-09-03";2023;9;3,8309;NA;2025-06-03
"245";"Precio del cobre";"2023-09-04";2023;9;3,8123;NA;2025-06-03
"246";"Precio del cobre";"2023-09-05";2023;9;3,8462;NA;2025-06-03
"247";"Precio del cobre";"2023-09-06";2023;9;3,8271;NA;2025-06-03
"248";"Precio del cobre";"2023-09-07";2023;9;3,8476;NA;2025-06-03
"249";"Precio del cobre";"2023-09-08";2023;9;3,7915;NA;2025-06-03
"250";"Precio del cobre";"2023-09-09";2023;9;3,7915;NA;2025-06-03
"251";"Precio del cobre";"2023-09-10";2023;9;3,7915;NA;2025-06-03
"252";"Precio del cobre";"2023-09-11";2023;9;3,7691;NA;2025-06-03
"253";"Precio del cobre";"2023-09-12";2023;9;3,7326;NA;2025-06-03
"254";"Precio del cobre";"2023-09-13";2023;9;3,7991;NA;2025-06-03
"255";"Precio del cobre";"2023-09-14";2023;9;3,7955;NA;2025-06-03
"256";"Precio del cobre";"2023-09-15";2023;9;3,8091;NA;2025-06-03
"257";"Precio del cobre";"2023-09-16";2023;9;3,8091;NA;2025-06-03
"258";"Precio del cobre";"2023-09-17";2023;9;3,8091;NA;2025-06-03
"259";"Precio del cobre";"2023-09-18";2023;9;3,8091;NA;2025-06-03
"260";"Precio del cobre";"2023-09-19";2023;9;3,8091;NA;2025-06-03
"261";"Precio del cobre";"2023-09-20";2023;9;3,7976;NA;2025-06-03
"262";"Precio del cobre";"2023-09-21";2023;9;3,7347;NA;2025-06-03
"263";"Precio del cobre";"2023-09-22";2023;9;3,7565;NA;2025-06-03
"264";"Precio del cobre";"2023-09-23";2023;9;3,7565;NA;2025-06-03
"265";"Precio del cobre";"2023-09-24";2023;9;3,7565;NA;2025-06-03
"266";"Precio del cobre";"2023-09-25";2023;9;3,6876;NA;2025-06-03
"267";"Precio del cobre";"2023-09-26";2023;9;3,7021;NA;2025-06-03
"268";"Precio del cobre";"2023-09-27";2023;9;3,663;NA;2025-06-03
"269";"Precio del cobre";"2023-09-28";2023;9;3,6443;NA;2025-06-03
"270";"Precio del cobre";"2023-09-29";2023;9;3,6544;NA;2025-06-03
"271";"Precio del cobre";"2023-09-30";2023;9;3,6544;NA;2025-06-03
"272";"Precio del cobre";"2023-10-01";2023;10;3,6544;NA;2025-06-03
"273";"Precio del cobre";"2023-10-02";2023;10;3,7045;NA;2025-06-03
"274";"Precio del cobre";"2023-10-03";2023;10;3,7252;NA;2025-06-03
"275";"Precio del cobre";"2023-10-04";2023;10;3,6188;NA;2025-06-03
"276";"Precio del cobre";"2023-10-05";2023;10;3,5966;NA;2025-06-03
"277";"Precio del cobre";"2023-10-06";2023;10;3,5721;NA;2025-06-03
"278";"Precio del cobre";"2023-10-07";2023;10;3,5721;NA;2025-06-03
"279";"Precio del cobre";"2023-10-08";2023;10;3,5721;NA;2025-06-03
"280";"Precio del cobre";"2023-10-09";2023;10;3,5721;NA;2025-06-03
"281";"Precio del cobre";"2023-10-10";2023;10;3,5488;NA;2025-06-03
"282";"Precio del cobre";"2023-10-11";2023;10;3,6466;NA;2025-06-03
"283";"Precio del cobre";"2023-10-12";2023;10;3,6038;NA;2025-06-03
"284";"Precio del cobre";"2023-10-13";2023;10;3,6045;NA;2025-06-03
"285";"Precio del cobre";"2023-10-14";2023;10;3,6045;NA;2025-06-03
"286";"Precio del cobre";"2023-10-15";2023;10;3,6045;NA;2025-06-03
"287";"Precio del cobre";"2023-10-16";2023;10;3,5906;NA;2025-06-03
"288";"Precio del cobre";"2023-10-17";2023;10;3,5724;NA;2025-06-03
"289";"Precio del cobre";"2023-10-18";2023;10;3,5904;NA;2025-06-03
"290";"Precio del cobre";"2023-10-19";2023;10;3,5847;NA;2025-06-03
"291";"Precio del cobre";"2023-10-20";2023;10;3,5841;NA;2025-06-03
"292";"Precio del cobre";"2023-10-21";2023;10;3,5841;NA;2025-06-03
"293";"Precio del cobre";"2023-10-22";2023;10;3,5841;NA;2025-06-03
"294";"Precio del cobre";"2023-10-23";2023;10;3,5961;NA;2025-06-03
"295";"Precio del cobre";"2023-10-24";2023;10;3,5742;NA;2025-06-03
"296";"Precio del cobre";"2023-10-25";2023;10;3,5838;NA;2025-06-03
"297";"Precio del cobre";"2023-10-26";2023;10;3,622;NA;2025-06-03
"298";"Precio del cobre";"2023-10-27";2023;10;3,622;NA;2025-06-03
"299";"Precio del cobre";"2023-10-28";2023;10;3,622;NA;2025-06-03
"300";"Precio del cobre";"2023-10-29";2023;10;3,622;NA;2025-06-03
"301";"Precio del cobre";"2023-10-30";2023;10;3,61;NA;2025-06-03
"302";"Precio del cobre";"2023-10-31";2023;10;3,6424;NA;2025-06-03
"303";"Precio del cobre";"2023-11-01";2023;11;3,6424;NA;2025-06-03
