"";"serie";"fecha";"año";"mes";"valor";"con_dato";"fecha_scraping"
"653";"Precio del cobre";"2024-10-19";2024;10;4,2723;NA;2025-06-03
"654";"Precio del cobre";"2024-10-20";2024;10;4,2723;NA;2025-06-03
"655";"Precio del cobre";"2024-10-21";2024;10;4,257;NA;2025-06-03
"656";"Precio del cobre";"2024-10-22";2024;10;4,3105;NA;2025-06-03
"657";"Precio del cobre";"2024-10-23";2024;10;4,2732;NA;2025-06-03
"658";"Precio del cobre";"2024-10-24";2024;10;4,281;NA;2025-06-03
"659";"Precio del cobre";"2024-10-25";2024;10;4,2532;NA;2025-06-03
"660";"Precio del cobre";"2024-10-26";2024;10;4,2532;NA;2025-06-03
"661";"Precio del cobre";"2024-10-27";2024;10;4,2532;NA;2025-06-03
"662";"Precio del cobre";"2024-10-28";2024;10;4,249;NA;2025-06-03
"663";"Precio del cobre";"2024-10-29";2024;10;4,2953;NA;2025-06-03
"664";"Precio del cobre";"2024-10-30";2024;10;4,2624;NA;2025-06-03
"665";"Precio del cobre";"2024-10-31";2024;10;4,2624;NA;2025-06-03
"666";"Precio del cobre";"2024-11-01";2024;11;4,2624;NA;2025-06-03
"667";"Precio del cobre";"2024-11-02";2024;11;4,2624;NA;2025-06-03
"668";"Precio del cobre";"2024-11-03";2024;11;4,2624;NA;2025-06-03
"669";"Precio del cobre";"2024-11-04";2024;11;4,2584;NA;2025-06-03
"670";"Precio del cobre";"2024-11-05";2024;11;4,2841;NA;2025-06-03
"671";"Precio del cobre";"2024-11-06";2024;11;4,3402;NA;2025-06-03
"672";"Precio del cobre";"2024-11-07";2024;11;4,3536;NA;2025-06-03
"673";"Precio del cobre";"2024-11-08";2024;11;4,1729;NA;2025-06-03
"674";"Precio del cobre";"2024-11-09";2024;11;4,1729;NA;2025-06-03
"675";"Precio del cobre";"2024-11-10";2024;11;4,1729;NA;2025-06-03
"676";"Precio del cobre";"2024-11-11";2024;11;4,3215;NA;2025-06-03
"677";"Precio del cobre";"2024-11-12";2024;11;4,2195;NA;2025-06-03
"678";"Precio del cobre";"2024-11-13";2024;11;4,1674;NA;2025-06-03
"679";"Precio del cobre";"2024-11-14";2024;11;4,0834;NA;2025-06-03
"680";"Precio del cobre";"2024-11-15";2024;11;4,0409;NA;2025-06-03
"681";"Precio del cobre";"2024-11-16";2024;11;4,0409;NA;2025-06-03
"682";"Precio del cobre";"2024-11-17";2024;11;4,0409;NA;2025-06-03
"683";"Precio del cobre";"2024-11-18";2024;11;4,0198;NA;2025-06-03
"684";"Precio del cobre";"2024-11-19";2024;11;4,0288;NA;2025-06-03
"685";"Precio del cobre";"2024-11-20";2024;11;4,0618;NA;2025-06-03
"686";"Precio del cobre";"2024-11-21";2024;11;4,0672;NA;2025-06-03
"687";"Precio del cobre";"2024-11-22";2024;11;4,0679;NA;2025-06-03
"688";"Precio del cobre";"2024-11-23";2024;11;4,0679;NA;2025-06-03
"689";"Precio del cobre";"2024-11-24";2024;11;4,0679;NA;2025-06-03
"690";"Precio del cobre";"2024-11-25";2024;11;4,0303;NA;2025-06-03
"691";"Precio del cobre";"2024-11-26";2024;11;4,0134;NA;2025-06-03
"692";"Precio del cobre";"2024-11-27";2024;11;4,0476;NA;2025-06-03
"693";"Precio del cobre";"2024-11-28";2024;11;4,0298;NA;2025-06-03
"694";"Precio del cobre";"2024-11-29";2024;11;4,0378;NA;2025-06-03
"695";"Precio del cobre";"2024-11-30";2024;11;4,0378;NA;2025-06-03
"696";"Precio del cobre";"2024-12-01";2024;12;4,0378;NA;2025-06-03
"697";"Precio del cobre";"2024-12-02";2024;12;4,0299;NA;2025-06-03
"698";"Precio del cobre";"2024-12-03";2024;12;4,0333;NA;2025-06-03
"699";"Precio del cobre";"2024-12-04";2024;12;4,0253;NA;2025-06-03
"700";"Precio del cobre";"2024-12-05";2024;12;4,087;NA;2025-06-03
"701";"Precio del cobre";"2024-12-06";2024;12;4,0688;NA;2025-06-03
"702";"Precio del cobre";"2024-12-07";2024;12;4,0688;NA;2025-06-03
"703";"Precio del cobre";"2024-12-08";2024;12;4,0688;NA;2025-06-03
"704";"Precio del cobre";"2024-12-09";2024;12;4,0651;NA;2025-06-03
"705";"Precio del cobre";"2024-12-10";2024;12;4,0878;NA;2025-06-03
"706";"Precio del cobre";"2024-12-11";2024;12;4,1363;NA;2025-06-03
"707";"Precio del cobre";"2024-12-12";2024;12;4,1282;NA;2025-06-03
"708";"Precio del cobre";"2024-12-13";2024;12;4,116;NA;2025-06-03
"709";"Precio del cobre";"2024-12-14";2024;12;4,116;NA;2025-06-03
"710";"Precio del cobre";"2024-12-15";2024;12;4,116;NA;2025-06-03
"711";"Precio del cobre";"2024-12-16";2024;12;4,07;NA;2025-06-03
"712";"Precio del cobre";"2024-12-17";2024;12;4,0554;NA;2025-06-03
"713";"Precio del cobre";"2024-12-18";2024;12;4,0563;NA;2025-06-03
"714";"Precio del cobre";"2024-12-19";2024;12;4,0229;NA;2025-06-03
"715";"Precio del cobre";"2024-12-20";2024;12;4,0413;NA;2025-06-03
"716";"Precio del cobre";"2024-12-21";2024;12;4,0413;NA;2025-06-03
"717";"Precio del cobre";"2024-12-22";2024;12;4,0413;NA;2025-06-03
"718";"Precio del cobre";"2024-12-23";2024;12;3,9782;NA;2025-06-03
"719";"Precio del cobre";"2024-12-24";2024;12;4,0066;NA;2025-06-03
"720";"Precio del cobre";"2024-12-25";2024;12;4,0066;NA;2025-06-03
"721";"Precio del cobre";"2024-12-26";2024;12;3,9923;NA;2025-06-03
"722";"Precio del cobre";"2024-12-27";2024;12;4,0124;NA;2025-06-03
"723";"Precio del cobre";"2024-12-28";2024;12;4,0124;NA;2025-06-03
"724";"Precio del cobre";"2024-12-29";2024;12;4,0124;NA;2025-06-03
"725";"Precio del cobre";"2024-12-30";2024;12;4,0124;NA;2025-06-03
"726";"Precio del cobre";"2025-1-1";2025;1;4,02;FALSE;2025-06-03
"727";"Precio del cobre";"2025-1-2";2025;1;4,02;TRUE;2025-06-03
"728";"Precio del cobre";"2025-1-3";2025;1;3,92;TRUE;2025-06-03
"729";"Precio del cobre";"2025-1-4";2025;1;3,92;FALSE;2025-06-03
"730";"Precio del cobre";"2025-1-5";2025;1;3,92;FALSE;2025-06-03
"731";"Precio del cobre";"2025-1-6";2025;1;3,94;TRUE;2025-06-03
"732";"Precio del cobre";"2025-1-7";2025;1;3,98;TRUE;2025-06-03
"733";"Precio del cobre";"2025-1-8";2025;1;4,03;TRUE;2025-06-03
"734";"Precio del cobre";"2025-1-9";2025;1;4,03;TRUE;2025-06-03
"735";"Precio del cobre";"2025-1-10";2025;1;4,04;TRUE;2025-06-03
"736";"Precio del cobre";"2025-1-11";2025;1;4,04;FALSE;2025-06-03
"737";"Precio del cobre";"2025-1-12";2025;1;4,04;FALSE;2025-06-03
"738";"Precio del cobre";"2025-1-13";2025;1;4,07;TRUE;2025-06-03
"739";"Precio del cobre";"2025-1-14";2025;1;4,08;TRUE;2025-06-03
"740";"Precio del cobre";"2025-1-15";2025;1;4,07;TRUE;2025-06-03
"741";"Precio del cobre";"2025-1-16";2025;1;4,1;TRUE;2025-06-03
"742";"Precio del cobre";"2025-1-17";2025;1;4,11;TRUE;2025-06-03
"743";"Precio del cobre";"2025-1-18";2025;1;4,11;FALSE;2025-06-03
"744";"Precio del cobre";"2025-1-19";2025;1;4,11;FALSE;2025-06-03
"745";"Precio del cobre";"2025-1-20";2025;1;4,14;TRUE;2025-06-03
"746";"Precio del cobre";"2025-1-21";2025;1;4,12;TRUE;2025-06-03
"747";"Precio del cobre";"2025-1-22";2025;1;4,16;TRUE;2025-06-03
"748";"Precio del cobre";"2025-1-23";2025;1;4,16;TRUE;2025-06-03
"749";"Precio del cobre";"2025-1-24";2025;1;4,13;TRUE;2025-06-03
"750";"Precio del cobre";"2025-1-25";2025;1;4,13;FALSE;2025-06-03
"751";"Precio del cobre";"2025-1-26";2025;1;4,13;FALSE;2025-06-03
"752";"Precio del cobre";"2025-1-27";2025;1;4,14;TRUE;2025-06-03
"753";"Precio del cobre";"2025-1-28";2025;1;4,15;TRUE;2025-06-03
"754";"Precio del cobre";"2025-1-29";2025;1;4,07;TRUE;2025-06-03
"755";"Precio del cobre";"2025-1-30";2025;1;4,02;TRUE;2025-06-03
"756";"Precio del cobre";"2025-1-31";2025;1;4,06;TRUE;2025-06-03
"757";"Precio del cobre";"2025-2-1";2025;2;4,06;FALSE;2025-06-03
"758";"Precio del cobre";"2025-2-2";2025;2;4,06;FALSE;2025-06-03
"759";"Precio del cobre";"2025-2-3";2025;2;4,09;TRUE;2025-06-03
"760";"Precio del cobre";"2025-2-4";2025;2;4,05;TRUE;2025-06-03
"761";"Precio del cobre";"2025-2-5";2025;2;4,07;TRUE;2025-06-03
"762";"Precio del cobre";"2025-2-6";2025;2;4,09;TRUE;2025-06-03
"763";"Precio del cobre";"2025-2-7";2025;2;4,13;TRUE;2025-06-03
"764";"Precio del cobre";"2025-2-8";2025;2;4,13;FALSE;2025-06-03
"765";"Precio del cobre";"2025-2-9";2025;2;4,13;FALSE;2025-06-03
"766";"Precio del cobre";"2025-2-10";2025;2;4,15;TRUE;2025-06-03
"767";"Precio del cobre";"2025-2-11";2025;2;4,21;TRUE;2025-06-03
"768";"Precio del cobre";"2025-2-12";2025;2;4,23;TRUE;2025-06-03
"769";"Precio del cobre";"2025-2-13";2025;2;4,19;TRUE;2025-06-03
"770";"Precio del cobre";"2025-2-14";2025;2;4,24;TRUE;2025-06-03
"771";"Precio del cobre";"2025-2-15";2025;2;4,24;FALSE;2025-06-03
"772";"Precio del cobre";"2025-2-16";2025;2;4,24;FALSE;2025-06-03
"773";"Precio del cobre";"2025-2-17";2025;2;4,28;TRUE;2025-06-03
"774";"Precio del cobre";"2025-2-18";2025;2;4,3;TRUE;2025-06-03
"775";"Precio del cobre";"2025-2-19";2025;2;4,23;TRUE;2025-06-03
"776";"Precio del cobre";"2025-2-20";2025;2;4,26;TRUE;2025-06-03
"777";"Precio del cobre";"2025-2-21";2025;2;4,28;TRUE;2025-06-03
"778";"Precio del cobre";"2025-2-22";2025;2;4,28;FALSE;2025-06-03
"779";"Precio del cobre";"2025-2-23";2025;2;4,28;FALSE;2025-06-03
"780";"Precio del cobre";"2025-2-24";2025;2;4,32;TRUE;2025-06-03
"781";"Precio del cobre";"2025-2-25";2025;2;4,32;TRUE;2025-06-03
"782";"Precio del cobre";"2025-2-26";2025;2;4,3;TRUE;2025-06-03
"783";"Precio del cobre";"2025-2-27";2025;2;4,25;TRUE;2025-06-03
"784";"Precio del cobre";"2025-2-28";2025;2;4,29;TRUE;2025-06-03
"785";"Precio del cobre";"2025-3-1";2025;3;4,29;FALSE;2025-06-03
"786";"Precio del cobre";"2025-3-2";2025;3;4,29;FALSE;2025-06-03
"787";"Precio del cobre";"2025-3-3";2025;3;4,26;TRUE;2025-06-03
"788";"Precio del cobre";"2025-3-4";2025;3;4,24;TRUE;2025-06-03
"789";"Precio del cobre";"2025-3-5";2025;3;4,26;TRUE;2025-06-03
"790";"Precio del cobre";"2025-3-6";2025;3;4,23;TRUE;2025-06-03
"791";"Precio del cobre";"2025-3-7";2025;3;4,35;TRUE;2025-06-03
"792";"Precio del cobre";"2025-3-8";2025;3;4,35;FALSE;2025-06-03
"793";"Precio del cobre";"2025-3-9";2025;3;4,35;FALSE;2025-06-03
"794";"Precio del cobre";"2025-3-10";2025;3;4,42;TRUE;2025-06-03
"795";"Precio del cobre";"2025-3-11";2025;3;4,36;TRUE;2025-06-03
"796";"Precio del cobre";"2025-3-12";2025;3;4,31;TRUE;2025-06-03
"797";"Precio del cobre";"2025-3-13";2025;3;4,37;TRUE;2025-06-03
"798";"Precio del cobre";"2025-3-14";2025;3;4,42;TRUE;2025-06-03
"799";"Precio del cobre";"2025-3-15";2025;3;4,42;FALSE;2025-06-03
"800";"Precio del cobre";"2025-3-16";2025;3;4,42;FALSE;2025-06-03
"801";"Precio del cobre";"2025-3-17";2025;3;4,42;TRUE;2025-06-03
"802";"Precio del cobre";"2025-3-18";2025;3;4,41;TRUE;2025-06-03
"803";"Precio del cobre";"2025-3-19";2025;3;4,44;TRUE;2025-06-03
"804";"Precio del cobre";"2025-3-20";2025;3;4,47;TRUE;2025-06-03
"805";"Precio del cobre";"2025-3-21";2025;3;4,51;TRUE;2025-06-03
"806";"Precio del cobre";"2025-3-22";2025;3;4,51;FALSE;2025-06-03
"807";"Precio del cobre";"2025-3-23";2025;3;4,51;FALSE;2025-06-03
"808";"Precio del cobre";"2025-3-24";2025;3;4,48;TRUE;2025-06-03
"809";"Precio del cobre";"2025-3-25";2025;3;4,45;TRUE;2025-06-03
"810";"Precio del cobre";"2025-3-26";2025;3;4,5;TRUE;2025-06-03
"811";"Precio del cobre";"2025-3-27";2025;3;4,58;TRUE;2025-06-03
"812";"Precio del cobre";"2025-3-28";2025;3;4,48;TRUE;2025-06-03
"813";"Precio del cobre";"2025-3-29";2025;3;4,48;FALSE;2025-06-03
"814";"Precio del cobre";"2025-3-30";2025;3;4,48;FALSE;2025-06-03
"815";"Precio del cobre";"2025-3-31";2025;3;4,45;TRUE;2025-06-03
"816";"Precio del cobre";"2025-4-1";2025;4;4,42;TRUE;2025-06-03
"817";"Precio del cobre";"2025-4-2";2025;4;4,38;TRUE;2025-06-03
"818";"Precio del cobre";"2025-4-3";2025;4;4,38;TRUE;2025-06-03
"819";"Precio del cobre";"2025-4-4";2025;4;4,38;TRUE;2025-06-03
"820";"Precio del cobre";"2025-4-5";2025;4;4,38;FALSE;2025-06-03
"821";"Precio del cobre";"2025-4-6";2025;4;4,38;FALSE;2025-06-03
"822";"Precio del cobre";"2025-4-7";2025;4;4,23;TRUE;2025-06-03
"823";"Precio del cobre";"2025-4-8";2025;4;3,95;TRUE;2025-06-03
"824";"Precio del cobre";"2025-4-9";2025;4;3,94;TRUE;2025-06-03
"825";"Precio del cobre";"2025-4-10";2025;4;3,91;TRUE;2025-06-03
"826";"Precio del cobre";"2025-4-11";2025;4;3,89;TRUE;2025-06-03
"827";"Precio del cobre";"2025-4-12";2025;4;3,89;FALSE;2025-06-03
"828";"Precio del cobre";"2025-4-13";2025;4;3,89;FALSE;2025-06-03
"829";"Precio del cobre";"2025-4-14";2025;4;4,08;TRUE;2025-06-03
"830";"Precio del cobre";"2025-4-15";2025;4;4,17;TRUE;2025-06-03
"831";"Precio del cobre";"2025-4-16";2025;4;4,15;TRUE;2025-06-03
"832";"Precio del cobre";"2025-4-17";2025;4;4,14;TRUE;2025-06-03
"833";"Precio del cobre";"2025-4-18";2025;4;4,14;FALSE;2025-06-03
"834";"Precio del cobre";"2025-4-19";2025;4;4,14;FALSE;2025-06-03
"835";"Precio del cobre";"2025-4-20";2025;4;4,14;FALSE;2025-06-03
"836";"Precio del cobre";"2025-4-21";2025;4;4,16;TRUE;2025-06-03
"837";"Precio del cobre";"2025-4-22";2025;4;4,16;TRUE;2025-06-03
"838";"Precio del cobre";"2025-4-23";2025;4;4,16;TRUE;2025-06-03
"839";"Precio del cobre";"2025-4-24";2025;4;4,24;TRUE;2025-06-03
"840";"Precio del cobre";"2025-4-25";2025;4;4,25;TRUE;2025-06-03
"841";"Precio del cobre";"2025-4-26";2025;4;4,25;FALSE;2025-06-03
"842";"Precio del cobre";"2025-4-27";2025;4;4,25;FALSE;2025-06-03
"843";"Precio del cobre";"2025-4-28";2025;4;4,26;TRUE;2025-06-03
"844";"Precio del cobre";"2025-4-29";2025;4;4,25;TRUE;2025-06-03
"845";"Precio del cobre";"2025-4-30";2025;4;4,27;TRUE;2025-06-03
"846";"Precio del cobre";"2025-5-1";2025;5;4,27;FALSE;2025-06-03
"847";"Precio del cobre";"2025-5-2";2025;5;4,28;TRUE;2025-06-03
"848";"Precio del cobre";"2025-5-3";2025;5;4,28;FALSE;2025-06-03
"849";"Precio del cobre";"2025-5-4";2025;5;4,28;FALSE;2025-06-03
"850";"Precio del cobre";"2025-5-5";2025;5;4,19;TRUE;2025-06-03
"851";"Precio del cobre";"2025-5-6";2025;5;4,26;TRUE;2025-06-03
"852";"Precio del cobre";"2025-5-7";2025;5;4,26;TRUE;2025-06-03
"853";"Precio del cobre";"2025-5-8";2025;5;4,34;TRUE;2025-06-03
"854";"Precio del cobre";"2025-5-9";2025;5;4,28;TRUE;2025-06-03
"855";"Precio del cobre";"2025-5-10";2025;5;4,28;FALSE;2025-06-03
"856";"Precio del cobre";"2025-5-11";2025;5;4,28;FALSE;2025-06-03
"857";"Precio del cobre";"2025-5-12";2025;5;4,3;TRUE;2025-06-03
"858";"Precio del cobre";"2025-5-13";2025;5;4,31;TRUE;2025-06-03
"859";"Precio del cobre";"2025-5-14";2025;5;4,33;TRUE;2025-06-03
"860";"Precio del cobre";"2025-5-15";2025;5;4,36;TRUE;2025-06-03
"861";"Precio del cobre";"2025-5-16";2025;5;4,36;TRUE;2025-06-03
"862";"Precio del cobre";"2025-5-17";2025;5;4,36;FALSE;2025-06-03
"863";"Precio del cobre";"2025-5-18";2025;5;4,36;FALSE;2025-06-03
"864";"Precio del cobre";"2025-5-19";2025;5;4,36;TRUE;2025-06-03
"865";"Precio del cobre";"2025-5-20";2025;5;4,3;TRUE;2025-06-03
"866";"Precio del cobre";"2025-5-21";2025;5;4,3;FALSE;2025-06-03
"867";"Precio del cobre";"2025-5-22";2025;5;4,33;TRUE;2025-06-03
"868";"Precio del cobre";"2025-5-23";2025;5;4,33;TRUE;2025-06-03
"869";"Precio del cobre";"2025-5-24";2025;5;4,33;FALSE;2025-06-03
"870";"Precio del cobre";"2025-5-25";2025;5;4,33;FALSE;2025-06-03
"871";"Precio del cobre";"2025-5-26";2025;5;4,32;TRUE;2025-06-03
"872";"Precio del cobre";"2025-5-27";2025;5;4,37;TRUE;2025-06-03
"873";"Precio del cobre";"2025-5-28";2025;5;4,37;TRUE;2025-06-03
"874";"Precio del cobre";"2025-5-29";2025;5;4,37;TRUE;2025-06-03
"875";"Precio del cobre";"2025-5-30";2025;5;4,36;TRUE;2025-06-03
"876";"Precio del cobre";"2025-5-31";2025;5;4,36;FALSE;2025-06-03
"877";"Precio del cobre";"2025-6-1";2025;6;4,36;FALSE;2025-06-03
"878";"Precio del cobre";"2025-6-2";2025;6;4,36;TRUE;2025-06-03
"879";"Precio del cobre";"2025-6-3";2025;6;4,33;TRUE;2025-06-03
